Family,Genus,Sp1,TaxStat,Accepted,Ecology
Aizoaceae,Malephora,crassa,Accepted,,Indigenous; Endemic
Ericaceae,Erica,calycina,Accepted,,Indigenous; Endemic
Jamesoniellaceae,Cryptochila,sp.,Genus level,,
Ericaceae,Erica,gracilis,Accepted,,Indigenous; Endemic
Fabaceae,Indigofera,confusa,Accepted,,Indigenous
Cyperaceae,Cyperus,nitidus,Synonym,Pycreus nitidus (Lam.) J.Raynal,Indigenous
Asparagaceae,Protasparagus,natalensis,Synonym,Asparagus natalensis (Baker) J.-P.Lebrun & Stork,Indigenous
Ericaceae,Erica,eremioides,Accepted,,Indigenous; Endemic
Scrophulariaceae,Cromidon,microechinos,Accepted,,Indigenous; Endemic
Ericaceae,Erica,cristata,Accepted,,Indigenous; Endemic
Iridaceae,Aristea,woodii,Synonym,Aristea torulosa Klatt,Indigenous
Fabaceae,Rhynchosia,komatiensis,Accepted,,Indigenous
Ericaceae,Erica,coccinea,Synonym,Erica melastoma Andrews subsp. melastoma,Indigenous
Cyperaceae,Tetraria,fimbriolata,Accepted,,Indigenous; Endemic
Hyacinthaceae,Ornithogalum,namaquense,Synonym,Albuca namaquensis Baker,Indigenous
Asteraceae,Enydra,fluctuans,Accepted,,Indigenous
Rosaceae,Rubus,transvaliensis,Inclusive,,Indigenous
Acrobolbaceae,Marsupidium,limbatum,Synonym,Acrobolbus limbatus (Steph.) Briscoe & J.J.Engel,Indigenous
Lycopodiaceae,Pseudolycopodiella,sarcocaulon,Accepted,,Indigenous
Poaceae,Eragrostis,curvula,Accepted,,Indigenous
Brassicaceae,Heliophila,abrotanifolia,Synonym,Heliophila carnosa (Thunb.) Steud.,
Ericaceae,Erica,natalitia,Accepted,,Indigenous; Endemic
Asteraceae,Silybum,sp.,Genus level,,
Fabaceae,Acacia,provincialis,Accepted,,Not indigenous; Cultivated; Naturalised
Iridaceae,Galaxia,plicata,Synonym,Lapeirousia plicata (Jacq.) Diels subsp. plicata,Present
Rubiaceae,Vangueria,randii,Inclusive,,Indigenous
Lejeuneaceae,Drepanolejeunea,physaefolia,Accepted,,Indigenous
Apocynaceae,Ceropegia,fortuita,Accepted,,Indigenous
Fabaceae,Indigofera,alopecuroides,Accepted,,Indigenous; Endemic
Ericaceae,Erica,alfredii,Accepted,,Indigenous; Endemic
Poaceae,Eleusine,coracana,Accepted,,Indigenous
Apocynaceae,Piaranthus,mennellii,Synonym,Piaranthus geminatus (Masson) N.E.Br. subsp. decorus (Masson) Bruyns,Present
Aizoaceae,Cheiridopsis,purpurea,Accepted,,Indigenous; Endemic
Proteaceae,Protea,lepidocarpodendron,Synonym,Protea lepidocarpodendron (L.) L.,Indigenous
Brassicaceae,Sisymbrium,burchellii,Accepted,,Indigenous
Gentianaceae,Sebaea,membranacea,Accepted,,Indigenous; Endemic
Rubiaceae,Rubia,sp.,Genus level,,
Aizoaceae,Galenia,fruticosa,Synonym,Galenia fruticosa (L.f.) Sond.,Indigenous
Sapindaceae,Schmidelia,leucocarpa,Synonym,Allophylus africanus P.Beauv. var. africanus,
Geraniaceae,Pelargonium,eupatoriifolium,Synonym,Pelargonium eupatoriifolium (Eckl. & Zeyh.) F.Dietr.,Indigenous; Endemic
Campanulaceae,Wahlenbergia,subulata,Accepted,,Indigenous; Endemic
Proteaceae,Protea,abyssinica,Synonym,Protea gaguedi J.F.Gmel.,
Apocynaceae,Periglossum,mossambicense,Synonym,Periglossum mackenii Harv.,Indigenous
Asteraceae,Cineraria,canescens,Accepted,,Indigenous
Asparagaceae,Asparagus,coddii,Accepted,,Indigenous
Anacampserotaceae,Avonia,albissima,Synonym,Anacampseros grisea (G.Will.) Dreher,Indigenous; Endemic
Olacaceae,Ximenia,americana,Inclusive,,Indigenous
Funariaceae,Funaria,longicollis,Accepted,,Indigenous
Thymelaeaceae,Gnidia,similis,Accepted,,Indigenous; Endemic
Iridaceae,Gladiolus,equitans,Accepted,,Indigenous; Endemic
Menyanthaceae,Villarsia,capensis,Accepted,,Indigenous; Endemic
Iridaceae,Meristostigma,falcatum,Synonym,Codonorhiza falcata (L.f.) Goldblatt & J.C.Manning,Present
Fabaceae,Argyrolobium,muddii,Accepted,,Indigenous; Endemic
Fabaceae,Aspalathus,opaca,Inclusive,,Indigenous
Pedaliaceae,Dicerocaryum,senecioides,Synonym,Dicerocaryum senecioides (Klotzsch) Abels,Indigenous
Fabaceae,Rhynchosia,totta,Synonym,Rhynchosia totta (Thunb.) DC. var. rigidula (DC.) Moteetee & M.M.le Roux,Indigenous
Fabaceae,Aspalathus,fourcadei,Accepted,,Indigenous; Endemic
Aizoaceae,Conophytum,velutinum,Accepted,,Indigenous; Endemic
Ericaceae,Erica,physantha,Accepted,,Indigenous; Endemic
Ruscaceae,Eriospermum,sabulosum,Accepted,,Indigenous; Endemic
Asteraceae,Hertia,kraussii,Accepted,,Indigenous; Endemic
Fabaceae,Dichilus,gracilis,Accepted,,Indigenous
Scrophulariaceae,Limosella,australis,Accepted,,Indigenous
Rhamnaceae,Phylica,stokoei,Accepted,,Indigenous; Endemic
Hypoxidaceae,Rhodohypoxis,baurii,Inclusive,,Indigenous
Geraniaceae,Pelargonium,chamaedryfolium,Synonym,Pelargonium althaeoides (L.) L'Her.,Indigenous; Endemic
Asteraceae,Helichrysum,hebelepis,Accepted,,Indigenous; Endemic
Orchidaceae,Disa,cephalotes,Accepted,,Indigenous
Violaceae,Viola,abyssinica,Accepted,,Indigenous
Orchidaceae,Disa,pillansii,Accepted,,Indigenous; Endemic
Aizoaceae,Perapentacoilanthus,crystallinus,Synonym,Mesembryanthemum crystallinum L.,Indigenous
Hyacinthaceae,Lachenalia,mediana,Inclusive,,Indigenous; Endemic
Hyacinthaceae,Ornithogalum,setosum,Synonym,Albuca setosa Jacq.,Indigenous
Cyperaceae,Cyperus,latifolius,Synonym,Cyperus latifolius Poir.,Indigenous
Santalaceae,Thesium,asperifolium,Accepted,,Indigenous; Endemic
Aizoaceae,Lampranthus,stenus,Accepted,,Indigenous; Endemic
Fabaceae,Acacia,mossambicensis,Synonym,Faidherbia albida (Delile) A.Chev.,
Proteaceae,Leucadendron,concavum,Accepted,,Indigenous; Endemic
Hyacinthaceae,Lachenalia,karoopoortensis,Accepted,,Indigenous; Endemic
Cyperaceae,Scirpus,cuspidatus,Synonym,Schoenus cuspidatus Rottb.,Indigenous
Ptychomitriaceae,Ptychomitrium,eurybasis,Synonym,Ptychomitrium muelleri (Mitt.) A.Jaeger,Indigenous
Bartramiaceae,Plagiopus,oederianus,Accepted,,Indigenous
Malpighiaceae,Acridocarpus,natalitius,Accepted,,Indigenous
Iridaceae,Ixia,sobolifera,Inclusive,,Indigenous; Endemic
Aizoaceae,Dorotheanthus,gramineus,Synonym,Cleretum clavatum (Haw.) Klak,Indigenous
Rhamnaceae,Phylica,velutina,Accepted,,Indigenous; Endemic
Acanthaceae,Ecbolium,amplexicaule,misap,Ecbolium glabratum Vollesen,
Proteaceae,Serruria,rubricaulis,Accepted,,Indigenous; Endemic
Hypoxidaceae,Spiloxene,nana,Synonym,Pauridia nana (Snijman) Snijman & Kocyan,Indigenous
Crassulaceae,Adromischus,alstonii,Accepted,,Indigenous
Aizoaceae,Lithops,fulviceps,Inclusive,,Indigenous
Campanulaceae,Treichelia,sp.,Genus level,,
Araceae,Zantedeschia,valida,Accepted,,Indigenous; Endemic
Rubiaceae,Galium,scabrelloides,Accepted,,Indigenous
Rubiaceae,Mitriostigma,axillare,Accepted,,Indigenous; Endemic
Thymelaeaceae,Gnidia,decurrens,Accepted,,Indigenous; Endemic
Asteraceae,Pteronia,empetrifolia,Accepted,,Indigenous; Endemic
Rutaceae,Thamnosma,africana,Synonym,Thamnosma crenata (Engl.) Thulin,Indigenous
Asteraceae,Pteronia,leucoloma,Accepted,,Indigenous; Endemic
Zygophyllaceae,Zygophyllum,microphyllum,Synonym,Roepera microphyllum (L.f.) Beier & Thulin,Indigenous
Asteraceae,Syncarpha,montana,Accepted,,Indigenous; Endemic
Crassulaceae,Cotyledon,meyeri,Synonym,Cotyledon papillaris L.f.,
Celastraceae,Celastrus,campestris,Synonym,Putterlickia pyracantha (L.) Endl.,Indigenous
Acanthaceae,Barleria,media,Accepted,,Indigenous; Endemic
Asphodelaceae,Aloe,longistyla,Accepted,,Indigenous; Endemic
Fabaceae,Rhynchosia,bullata,Accepted,,Indigenous; Endemic
Lobeliaceae,Isolobus,corymbosus,Synonym,Lobelia jasionoides (A.DC.) E.Wimm.,Indigenous
Asphodelaceae,Haworthia,schuldtiana,Synonym,Haworthia mirabilis (Haw.) Haw. var. maraisii (Poelln.) M.B.Bayer,Indigenous
Asphodelaceae,Aloe,punctata,Synonym,Gonialoe variegata (L.) Boatwr. & J.C.Manning,Indigenous
Cyperaceae,Rhynchospora,sp.,Genus level,,
Boraginaceae,Heliotropium,ciliatum,Accepted,,Indigenous
Poaceae,Pentameris,bachmannii,Accepted,,Indigenous
Vitaceae,Cyphostemma,paucidentatum,Accepted,,Indigenous
Lobeliaceae,Monopsis,kowynensis,Accepted,,Indigenous; Endemic
Aizoaceae,Cleretum,pinnatifidum,Synonym,Aethephyllum pinnatifidum (L.f.) N.E.Br.,Indigenous
Asphodelaceae,Haworthia,margaritifera,Synonym,Tulista pumila (L.) G.D.Rowley,Indigenous
Aizoaceae,Chasmatophyllum,willowmorense,Accepted,,Indigenous; Endemic
Euphorbiaceae,Manihot,glaziovii,Accepted,,Not indigenous; Naturalised
Fabaceae,Tephrosia,macropoda,Accepted,,Indigenous
Polygalaceae,Polygala,umbellata,Accepted,,Indigenous; Endemic
Scrophulariaceae,Diascia,sacculata,Accepted,,Indigenous; Endemic
Acanthaceae,Monechma,hereroense,misap,Justicia australis (P.G.Mey.) Vollesen,
Orthotrichaceae,Macromitrium,lebomboense,Accepted,,Indigenous; Endemic
Smilacaceae,Smilax,sp.,Genus level,,
Myrtaceae,Eucalyptus,gomphocephala,Accepted,,Not indigenous; Cultivated; Naturalised; Invasive
Aizoaceae,Conophytum,noisabiense,Synonym,Conophytum bilobum (Marloth) N.E.Br. subsp. bilobum   var. bilobum,Present
Alliaceae,Tulbaghia,dieterlenii,Synonym,Tulbaghia leucantha Baker,
Asteraceae,Eumorphia,corymbosa,Accepted,,Indigenous; Endemic
Melastomataceae,Pleroma,granulosum,Accepted,,Not indigenous; Cultivated; Naturalised
Asteraceae,Berkheya,speciosa,Inclusive,,Indigenous
Ericaceae,Erica,parilis,Inclusive,,Indigenous
Lythraceae,Ammannia,auriculata,Synonym,Ammannia auriculata Willd.,
Acanthaceae,Monechma,incanum,Synonym,Justicia incana (Nees) T.Anderson,Indigenous
Aizoaceae,Mesembryanthemum,inclusum,Synonym,Schlechteranthus inclusus (L.Bolus) R.F.Powell,Indigenous
Amaranthaceae,Salsola,patentipilosa,Accepted,,Indigenous; Endemic
Aizoaceae,Delosperma,annulare,Accepted,,Indigenous; Endemic
Ericaceae,Erica,arcuata,Accepted,,Indigenous; Endemic
Aizoaceae,Micropterum,sessiliflorum,Synonym,Cleretum papulosum (L.f.) L.Bolus subsp. papulosum,Indigenous
Aizoaceae,Drosanthemum,pulverulentum,Accepted,,Indigenous; Endemic
Dryopteridaceae,Rumohra,adiantiformis,Accepted,,Indigenous
Fabaceae,Aspalathus,empetrifolia,Accepted,,Indigenous; Endemic
Geraniaceae,Pelargonium,hermanniifolium,Accepted,,Indigenous; Endemic
Lauraceae,Cryptocarya,sp.,Genus level,,
Iridaceae,Homeria,galpinii,Synonym,Moraea pyrophila Goldblatt,Present
Poaceae,Ehrharta,brachylemma,Synonym,Ehrharta brevifolia Schrad. var. brevifolia,Present
Rutaceae,Agathosma,namaquensis,Accepted,,Indigenous; Endemic
Hedwigiaceae,Braunia,sp.,Genus level,,
Aizoaceae,Lampranthus,ernestii,Accepted,,Indigenous; Endemic
Pallaviciniaceae,Jensenia,spinosa,Accepted,,Indigenous
Aizoaceae,Drosanthemum,anemophilum,Accepted,,Indigenous; Endemic
Asteraceae,Sonchus,integrifolius,Accepted,,Indigenous
Proteaceae,Diastella,serpyllifolia,Synonym,Diastella divaricata (P.J.Bergius) Rourke subsp. montana Rourke,Indigenous
Loranthaceae,Helixanthera,subcylindrica,Synonym,Helixanthera woodii (Schltr. & K.Krause) Danser,Indigenous
Aizoaceae,Cheiridopsis,richardiana,Synonym,Ihlenfeldtia vanzylii (L.Bolus) H.E.K.Hartmann,Indigenous
Fabaceae,Indigofera,collina,Synonym,Indigastrum niveum (Willd. ex Spreng.) Schrire & Callm.,
Aizoaceae,Lampranthus,uniflorus,Accepted,,Indigenous; Endemic
Asteraceae,Pentzia,quinquefida,Accepted,,Indigenous; Endemic
Sapotaceae,Mimusops,schinzii,Synonym,Vitellariopsis marginata (N.E.Br.) Aubrev.,
Cyperaceae,Cyperus,pumilus,Synonym,Pycreus pumilus (L.) Nees,Indigenous
Acanthaceae,Barleria,holubii,Accepted,,Indigenous
Metzgeriaceae,Metzgeria,elliotii,Synonym,Metzgeria consanguinea Schiffn.,Indigenous
Scrophulariaceae,Chaenostoma,glanduliferum,Accepted,,Indigenous; Endemic
Rhamnaceae,Phylica,strigulosa,Accepted,,Indigenous
Thymelaeaceae,Lachnaea,diosmoides,Synonym,Lachnaea diosmoides Meisn.,Present
Molluginaceae,Hypertelis,trachysperma,Synonym,Kewa trachysperma (Adamson) Christenh.,Indigenous; Endemic
Aizoaceae,Antimima,lokenbergensis,Accepted,,Indigenous; Endemic
Acanthaceae,Blepharis,integrifolia,Inclusive,,Indigenous
Apiaceae,Carum,graveolens,Synonym,Apium graveolens L.,
Hydrocharitaceae,Ottelia,exserta,Accepted,,Indigenous
Anacampserotaceae,Anacampseros,filamentosa,Accepted,,Indigenous
Zygophyllaceae,Sisyndite,sp.,Genus level,,
Iridaceae,Hesperantha,namaquana,Accepted,,Indigenous; Endemic
Pteridaceae,Cheilanthes,hastata,Accepted,,Indigenous
Cyperaceae,Asterochaete,glomerata,Synonym,Carpha glomerata (Thunb.) Nees,
Aizoaceae,Conophytum,quaesitum,Inclusive,,Indigenous
Aizoaceae,Conophytum,obmetale,Synonym,Conophytum minimum (Haw.) N.E.Br.,Present
Rhamnaceae,Phylica,ericoides,Accepted,,Indigenous; Endemic
Asteraceae,Afroaster,hispidus,Accepted,,Indigenous
Aizoaceae,Aloinopsis,jamesii,Synonym,Aloinopsis rubrolineata (N.E.Br.) Schwantes,Indigenous
Rhamnaceae,Phylica,rubra,Accepted,,Indigenous; Endemic
Restionaceae,Ischyrolepis,venustulus,Synonym,Restio venustulus Kunth,Indigenous; Endemic
Cephaloziellaceae,Cephaloziella,kiaerii,Accepted,,Indigenous
Leucobryaceae,Campylopus,pallidus,Synonym,Campylopus pyriformis (F.W.Schultz) Brid.,Indigenous
Poaceae,Setaria,lindenbergiana,Accepted,,Indigenous
Hyacinthaceae,Physodia,pusilla,Synonym,Drimia physodes (Jacq.) Jessop,Indigenous
Lamiaceae,Stachys,aethiopica,Accepted,,Indigenous
Asteraceae,Senecio,littoreus,Accepted,,Indigenous; Endemic
Iridaceae,Moraea,tricuspidata,Accepted,,Indigenous; Endemic
Fabaceae,Liparia,confusa,Accepted,,Indigenous; Endemic
Ceratophyllaceae,Ceratophyllum,demersum,Accepted,,Indigenous
Bruniaceae,Staavia,trichotoma,Accepted,,Indigenous; Endemic
Zygophyllaceae,Roepera,botulifolia,Accepted,,Indigenous
Aizoaceae,Aridaria,multiseriata,Synonym,Mesembryanthemum prasinum (L.Bolus) Klak,Indigenous
Asphodelaceae,Bulbine,melanovaginata,Accepted,,Indigenous; Endemic
Nyctaginaceae,Boerhavia,hereroensis,Accepted,,Indigenous
Hyacinthaceae,Lachenalia,unifolia,Synonym,Lachenalia schlechteri Baker,Indigenous; Endemic
Iridaceae,Lapeirousia,pappei,Synonym,Codonorhiza falcata (L.f.) Goldblatt & J.C.Manning,Present
Celastraceae,Gymnosporia,monococca,Synonym,Maytenus monococca (Davison) Loes.,Indigenous
Asteraceae,Pteronia,undulata,Accepted,,Indigenous; Endemic
Proteaceae,Paranomus,dregei,Accepted,,Indigenous; Endemic
Hyacinthaceae,Amphisiphon,stylosus,Synonym,Daubenya stylosa (W.F.Barker) A.M.van der Merwe & J.C.Manning,Indigenous
Fabaceae,Liparia,boucheri,Accepted,,Indigenous; Endemic
Poaceae,Stipagrostis,fastigiata,Accepted,,Indigenous
Cyperaceae,Bulbostylis,cardiocarpa,Synonym,Bulbostylis scabricaulis Cherm.,
Cyperaceae,Scirpus,schinzii,Synonym,Afroscirpoides dioeca (Kunth) Garcia-Madr.,
Rubiaceae,Kohautia,subverticillata,Accepted,,Indigenous
Poaceae,Vulpia,bromoides,Accepted,,Not indigenous; Naturalised; Invasive
Pinaceae,Pinus,halepensis,Inclusive,,Not indigenous; Naturalised; Invasive
Fabaceae,Aspalathus,marginalis,Accepted,,Indigenous; Endemic
Apiaceae,Hermas,villosa,Accepted,,Indigenous
Araceae,Zantedeschia,albomaculata,Accepted,,Indigenous
Apocynaceae,Pectinaria,arcuata,Synonym,Ophionella arcuata (N.E.Br.) Bruyns subsp. arcuata,Present
Oxalidaceae,Oxalis,hirta,Accepted,,Indigenous; Endemic
Asteraceae,Elytropappus,glandulosus,Synonym,Myrovernix longifolius (DC.) Koekemoer,Indigenous
Oxalidaceae,Oxalis,sonderiana,Accepted,,Indigenous; Endemic
Asteraceae,Felicia,muricata,Inclusive,,Indigenous
Lamiaceae,Clerodendrum,triphyllus,Synonym,Rotheca hirsuta (Hochst.) R.Fern. forma triphylla (Harv.) Fernald,Indigenous
Pottiaceae,Aloina,sp.,Genus level,,
Santalaceae,Thesium,acutissimum,Accepted,,Indigenous
Hyacinthaceae,Lachenalia,fragrans,Synonym,Lachenalia nervosa Ker Gawl.,Indigenous
Proteaceae,Leucadendron,flexuosum,Accepted,,Indigenous; Endemic
Fabaceae,Vigna,unguiculata,Accepted,,Indigenous
Celastraceae,Pristimera,bojeri,Accepted,,Indigenous
Lobeliaceae,Lobelia,omphalodoides,Synonym,Lobelia dregeana (C.Presl) A.DC.,Indigenous
Ericaceae,Erica,leucantha,Accepted,,Indigenous; Endemic
Aizoaceae,Ruschia,rupigena,Synonym,Schlechteranthus abruptus (A.Berger) R.F.Powell,Indigenous
Cyperaceae,Fuirena,bullifera,Accepted,,Indigenous
Crassulaceae,Tylecodon,opelii,Accepted,,Indigenous; Endemic
Hyacinthaceae,Albuca,hallii,Accepted,,Indigenous
Scrophulariaceae,Hebenstretia,lanceolata,Accepted,,Indigenous; Endemic
Asteraceae,Ursinia,kamiesbergensis,Accepted,,Indigenous; Endemic
Pteridaceae,Cheilanthes,pentagona,Accepted,,Indigenous
Acanthaceae,Justicia,genistifolia,Synonym,Justicia australis (P.G.Mey.) Vollesen,Indigenous
Geraniaceae,Pelargonium,salmoneum,Accepted,,Indigenous; Endemic
Ericaceae,Erica,desmantha,Inclusive,,Indigenous
Orchidaceae,Calanthe,sp.,Genus level,,
Crassulaceae,Tylecodon,faucium,Accepted,,Indigenous; Endemic
Asteraceae,Metalasia,luteola,Accepted,,Indigenous; Endemic
Scrophulariaceae,Limosella,vesiculosa,Accepted,,Indigenous
Lobeliaceae,Cyphia,volubilis,Synonym,Cyphia volubilis (Burm.f.) Willd.,Indigenous
Euphorbiaceae,Euphorbia,grandicornis,Inclusive,,Indigenous
Asphodelaceae,Haworthia,albanensis,Synonym,Haworthia angustifolia Haw. var. angustifolia,Indigenous
Apocynaceae,Quaqua,pillansii,Accepted,,Indigenous; Endemic
Anacardiaceae,Rhus,laevigata,Synonym,Searsia laevigata (L.) F.A.Barkley var. laevigata,Indigenous; Endemic
Aizoaceae,Sphalmanthus,longipapillatus,Synonym,Mesembryanthemum oculatum N.E.Br.,Indigenous
Aizoaceae,Glottiphyllum,jordaanianum,Synonym,Glottiphyllum carnosum N.E.Br.,Indigenous
Apocynaceae,Gomphocarpus,cancellatus,Accepted,,Indigenous
Ranunculaceae,Knowltonia,gracilis,Synonym,Anemone knowltonia Burtt Davy,Indigenous
Fabaceae,Indigofera,woodii,Accepted,,Indigenous; Endemic
Apocynaceae,Dichaelia,macra,Synonym,Ceropegia circinata (E.Mey.) Bruyns,Indigenous
Iridaceae,Moraea,cedarmonticola,Accepted,,Indigenous; Endemic
Aizoaceae,Antimima,piscodora,Accepted,,Indigenous; Endemic
Fabaceae,Indigofera,glaucescens,Accepted,,Indigenous; Endemic
Fabaceae,Otholobium,dreweae,Accepted,,Indigenous; Endemic
Onagraceae,Oenothera,lindheimeri,Accepted,,Not indigenous; Naturalised; Invasive
Myrtaceae,Melaleuca,quinquenervia,Accepted,,Not indigenous; Cultivated; Naturalised; Invasive
Restionaceae,Restio,tuberculatus,Accepted,,Indigenous; Endemic
Orchidaceae,Serapias,aculeata,Synonym,Orthochilus aculeatus (L.f.) Bytebier,Indigenous
Dipsacaceae,Scabiosa,drakensbergensis,Accepted,,Indigenous
Ericaceae,Grisebachia,plumosa,Synonym,Erica plumosa Thunb.,Indigenous
Asparagaceae,Protasparagus,plumosus,Synonym,Asparagus plumosus Baker,Present
Hedwigiaceae,Hedwigia,ciliata,Accepted,,Indigenous
Asteraceae,Mesogramma,apiifolium,Accepted,,Indigenous
Poaceae,Cenchrus,unisetus,Accepted,,Indigenous
Asphodelaceae,Haworthia,cooperi,Synonym,Haworthia bolusii Baker var. pringlei (C.L.Scott) M.B.Bayer,Indigenous
Lamiaceae,Vitex,obovata,Accepted,,Indigenous
Burseraceae,Commiphora,glandulosa,Accepted,,Indigenous
Proteaceae,Spatalla,argentea,Accepted,,Indigenous; Endemic
Scrophulariaceae,Sutera,calycina,Synonym,Chaenostoma calycinum Benth.,Indigenous; Endemic
Asphodelaceae,Haworthiopsis,sp.,Genus level,,
Cyperaceae,Carex,basutorum,Accepted,,Indigenous
Euphorbiaceae,Euphorbia,patula,Accepted,,Indigenous; Endemic
Poaceae,Acrachne,racemosa,Accepted,,Indigenous
Asparagaceae,Asparagus,pearsonii,Accepted,,Indigenous
Ericaceae,Erica,banksii,Accepted,,Indigenous; Endemic
Orchidaceae,Nervilia,kotschyi,Inclusive,,Indigenous
Asteraceae,Mikania,natalensis,Accepted,,Indigenous
Euphorbiaceae,Euphorbia,peplus,Accepted,,Not indigenous; Naturalised
Fabaceae,Vachellia,montana,Synonym,Vachellia theronii (P.P.Sw.) Boatwr.,Indigenous
Linderniaceae,Torenia,monroi,Synonym,Lindernia monroi (S.Moore) Eb.Fisch.,Indigenous
Iridaceae,Gladiolus,aurantiacus,Accepted,,Indigenous
Iridaceae,Ixia,minor,Accepted,,Indigenous; Endemic
Apocynaceae,Lagarinthus,eustegioides,Synonym,Stenostelma eustegioides (E.Mey.) Bester & Nicholas,Indigenous
Caryophyllaceae,Herniaria,erckertii,Inclusive,,Indigenous
Apocynaceae,Lavrania,picta,Synonym,Larryleachia picta (N.E.Br.) Plowes,Present
Apiaceae,Centella,brachycarpa,Accepted,,Indigenous; Endemic
Fabaceae,Wiborgiella,sp.,Genus level,,
Apocynaceae,Caralluma,intermedia,Accepted,,Indigenous; Endemic
Asteraceae,Helichrysum,micropoides,Accepted,,Indigenous
Asteraceae,Zyrphelis,macrocarpa,Accepted,,Indigenous; Endemic
Colchicaceae,Colchicum,albofenestratum,Accepted,,Indigenous; Endemic
Santalaceae,Colpoon,compressum,Accepted,,Indigenous
Orchidaceae,Eulophia,tristis,Synonym,Acrolophia capensis (P.J.Bergius) Fourc.,Indigenous
Peraceae,Clutia,katharinae,Accepted,,Indigenous
Ericaceae,Erica,kougabergensis,Inclusive,,Indigenous
Proteaceae,Paranomus,roodebergensis,Accepted,,Indigenous; Endemic
Campanulaceae,Lightfootia,effusa,Synonym,Wahlenbergia effusa (Adamson) Lammers,Indigenous; Endemic
Cyperaceae,Epischoenus,cernuus,Synonym,Tetraria cernua (Levyns) Larridon,Indigenous; Endemic
Hyacinthaceae,Ornithogalum,viridiflorum,Accepted,,Indigenous
Iridaceae,Moraea,tricuspis,Synonym,Moraea bellendenii (Sweet) N.E.Br.,Indigenous
Aizoaceae,Ruschia,lawsonii,Synonym,Antimima lawsonii (L.Bolus) H.E.K.Hartmann,Present
Asteraceae,Dicerothamnus,adpressus,Accepted,,Indigenous; Endemic
Aizoaceae,Smicrostigma,sp.,Genus level,,
Oxalidaceae,Oxalis,camelopardalis,Accepted,,Indigenous; Endemic
Hyacinthaceae,Pilasia,filifolia,Synonym,Drimia exuviata (Jacq.) Jessop,Indigenous
Aizoaceae,Mesembryanthemum,serpens,Synonym,Lampranthus reptans (Aiton) N.E.Br.,Indigenous
Scrophulariaceae,Manulea,obtusa,Accepted,,Indigenous; Endemic
Iridaceae,Gynandriris,simulans,Synonym,Moraea simulans Baker,Present
Asteraceae,Arctotis,linearis,Accepted,,Indigenous; Endemic
Cyperaceae,Cyperus,semitrifidus,Accepted,,Indigenous
Aizoaceae,Conophytum,nelianum,Synonym,Conophytum bilobum (Marloth) N.E.Br. subsp. bilobum   var. bilobum,Present
Turneraceae,Streptopetalum,sp.,Genus level,,
Amaryllidaceae,Nerine,tulbaghensis,Synonym,Nerine humilis (Jacq.) Herb.,Indigenous
Apocynaceae,Stapelia,variegata,Synonym,Orbea variegata (L.) Haw.,Indigenous
Fabaceae,Lessertia,diffusa,Accepted,,Indigenous
Hypoxidaceae,Hypoxis,alba,Synonym,Pauridia serrata (Thunb.) Snijman & Kocyan subsp. albiflora (Nel) Snijman & Kocyan,Indigenous
Hyacinthaceae,Lachenalia,lactosa,Accepted,,Indigenous; Endemic
Asteraceae,Berkheya,zeyheri,Accepted,,Indigenous
Lycopodiaceae,Lycopodium,flagelliforme,Synonym,Huperzia gnidioides (L.f.) Trevis.,
Hyacinthaceae,Ornithogalum,hispidum,Accepted,,Indigenous; Endemic
Hemerocallidaceae,Phormium,bulbiferum,Synonym,Lachenalia bulbifera (Cirillo) Engl.,Indigenous
